id,species,pca_1,pca_2
8,Iris-setosa,-2.2338418587092677,0.24761393175226565
11,Iris-setosa,-2.163486556266525,1.0705955760377277
15,Iris-setosa,-2.1922915084984327,1.8899785123164676
19,Iris-setosa,-1.8940742930236711,1.4311107069412385
21,Iris-setosa,-1.914556394959519,0.4304651632801386
23,Iris-setosa,-2.7741697937051586,0.4895170265034957
24,Iris-setosa,-1.8204115633372153,0.10675079283540638
29,Iris-setosa,-2.1403059632841592,0.33664040884505475
36,Iris-setosa,-2.2111198968124235,-0.18433781054027873
39,Iris-setosa,-2.43595220296602,-0.8821694147756176
42,Iris-setosa,-1.8717072235369498,-2.327691606114912
43,Iris-setosa,-2.5578344195375133,-0.4538163804897934
52,Iris-versicolor,0.7324814400086804,0.5986355733419977
54,Iris-versicolor,0.3973072828233293,-1.7581689474435278
57,Iris-versicolor,0.7487150759515525,0.7786986113887828
58,Iris-versicolor,-0.4978633877981162,-1.8488687712754441
64,Iris-versicolor,0.7171650662368517,-0.18543431450504394
67,Iris-versicolor,0.3480064019802093,-0.19062164665727796
70,Iris-versicolor,0.15694117564425192,-1.3031032701729122
78,Iris-versicolor,1.358239847387272,0.3288202662704023
85,Iris-versicolor,0.22141708833021867,-0.28084769308564045
86,Iris-versicolor,0.43178316074105316,0.8551369202180036
94,Iris-versicolor,-0.37362762268737415,-2.0179322652041747
97,Iris-versicolor,0.2243567832086066,-0.38048465948654575
100,Iris-versicolor,0.2522444732694701,-0.5958607459650316
105,Iris-virginica,1.8678907025555858,0.2911928017611694
107,Iris-virginica,0.3583744748416704,-1.5600945839772908
108,Iris-virginica,2.3030058981503196,0.40951669522194417
109,Iris-virginica,2.001735299218918,-0.72386535931266
117,Iris-virginica,1.4712801894655443,0.2531924719668158
128,Iris-virginica,1.0197810528162636,0.06554296309664812
133,Iris-virginica,1.8603714258523176,-0.18467239440998345
135,Iris-virginica,1.1974691551180392,-0.8171677419136164
139,Iris-virginica,0.923432977766385,0.019230370546893197
141,Iris-virginica,2.01615720067776,0.6103970375551133
142,Iris-virginica,1.9031168585994873,0.6860248318586997
148,Iris-virginica,1.520845063998591,0.2667945748539111
149,Iris-virginica,1.3763911906419282,1.0163619287948864
